text,task_1,split
 marshablackburn tennessean  disgusted action   trumpisatraitor ,NOT,train
support bengal doctors  indian medical association calls nation wide withdrawal services   th monday      emergency services provided     doctorsfightback     https   co z h amzl,NOT,train
dhoni always came across reasonable mature  current stance glove seems uncharacteristic  wearing colours nation war  sounds like much josh little hosh   dhonikeepstheglove  dhoni  cricketworldcup      iccversusindia,NOT,train
 truth  trumpisatraitor  wait  seehiminhandcuffs https   co fnaqit   g,NOT,train
 assange  rapist  https   co sfw csxc,NOT,train
 ndtvfeed  ndtv  mamataofficial wants stay india must learn live democracy  wish learns talk sensible things    doctorsprotest    doctorsstrike    doctorsfightback,NOT,train
education institutions support employees support  rapist  support rapist subconsciously send message rape okay  support man rape women puts safety students risk  says women nothing man release toilet   harvard,NOT,train
national john mccain day      june  johnmccainday  johnmccainday  johnmccain  fucktrump  toilettrump https   co mrtvc rj,NOT,train
piers morgan total weapon unlikable human       socceraid  socceraid      soccer  piersmorgan  dickhead,NOT,train
guys reconsider entire scenario ms dhoni shall honoured heroic act  guys taken inappropriate step without proper research meaning badge  icc  cricketworldcup  bcci  dhonikeepstheglove,NOT,train
hey  stoked   johnmccainday    used funny times  full life honorable man  would never believe horrors happening short time since passed away  meghanmccain  theview  trumpisatraitor    barackobama  biden https   co avxueojk g,NOT,train
 iagreewithrory  rorystewartuk  borisjohnsonshouldnotbepm  c debate  britishandashamed sorry  agnescpoirier  yellowrose    britinfrance   https   co  okwenjkwe,NOT,train
 pups     tragic  cannot believe people see autos stopped front    douchebag drivers,NOT,train
 shameonicc rain england matches ,NOT,train
 realdonaldtrump  fridaymotivation   correct  trump     wrote    dishonest media never keep us accomplishing objectives behalf great american people   maga   say    dishonest trump never keep us restoring democracy behalf americans       fucktrump https   co edognkbkjm,NOT,train
 jeffreytoobin  susan hennessey serve warning    murderer,NOT,train
 kokomothegreat stupid scary   idiottrump,NOT,train
 thabangntshela referring  rapist  nicholasninow  drostrapist,NOT,train
befitting reply section media looking controversy   dhonikeepstheglove  dhonigloves https   co btt g yyj ,NOT,train
  realdonaldtrump  worstpresidentever      trumpisatraitor      liarinchief     votebluetoendthisnightmare       gop condone candidate accept foreign intel order cheat     trump sent signal foreign operatives  ready spit ethics  https   co kkgdzryigh,NOT,train
didt well  borisjohnsonshouldnotbepm https   co yzmmknlsml,NOT,train
 therealoj   wow really nerve coming twitter like      murderer   wewillneverforget,NOT,train
enact fire act require political campaigns disclose foreign contacts  https   co  cnzf tai   trumpisatraitor  foreigninterference,NOT,train
watch clip       boris johnson shows simply temperament  let alone maturity  next pm country     brexit  brexitshambles  borisjohnson  remainsurge  remainernow  revokearticle    toryleadeshipcontest  borisjohnsonshouldnotbepm https   co pveai zjcf,NOT,train
 realdonaldtrump  usarmy happy  johnmccainday  brokeahontas  fucktrump  resign,NOT,train
 superfooty  robbo heraldsun appalled reaction people measures  measures    dickhead,NOT,train
 shameonicc hope team win trophy performance win rainy day     rain fourth umpire    https   co evf tyfnx ,NOT,train
       complaints filed ima group companies victims  bangalore  ima  imajewels  imafraud https   co zclytepgno,NOT,train
 therealoj   find real killer yet   murderer,NOT,train
 ridemdoc  rickyrebelrocks still feel   fucktrump,NOT,train
 torysmasher      borisjohnsonshouldnotbepm    ever     https   co  srpbcqxuw,NOT,train
would like un welcome   realoj   twitter since already  instablocked   please reply tweets  murderer,NOT,train
 vietnam far  disagreed war  like people captured  feet hurt   sure guess real patriotism    trumpisatraitor https   co dtlo hlq j,NOT,train
 gavinnewsom voted    trump always   douchebag,NOT,train
reported payments could threaten nra existence  resist  resisttrump  fucktrump https   co sxqjycsc,NOT,train
dhoni responds icc gloves controversy  https   co g snbpmxto  msdhoni   dhonikeepstheglove,NOT,train
next matches likely hit rain upcoming week  nice schedule  icc   world cup played indoor  video game console  instead embarrassment    shameonicc https   co tpi wvmhbl,NOT,train
bojo dessembler extraordinaire   call lies    borisjohnsonshouldnotbepm  borisisaliar  borisbehindbars https   co xrsjtwsv u,NOT,train
 pakvindcall developed country world   call cricket national sport country   yet cover grounds rains biggest cricket tournament world   great choice  cwc   venue  london   icc       shameonicc,NOT,train
 therealoj    gettin  even       sure hot take wanna roll debut  murdering    ojsimpson  murderer,NOT,train
 repadamschiff walk around adam shifty  la district tell kind politician   douchebag,NOT,train
judge rules navy seal  eddiegallagher murder trial proceed   san diego union tribune  freeeddie  murderer  navy  https   co q krfrqw,NOT,train
didi came n threatened us n strike back mass resignation  u urself come n treat patients     shame  doctorsfightback  savethedoctors  doctors assualt  westandwithnrsmch https   co  h  ro,NOT,train
 icc respect india    dhonikeeptheglove    dhonikeepstheglove    keeptheglove,NOT,train
save doctors  save democracy   doctorsfightback   savebengal https   co tj xpvfna ,NOT,train
 pam brundige  hiphoplaflare    drbrownoff  timburns    gretagarbled  judithlosborne  harrywho     nofascismmarch  suzsarg  pbbresists  famdocparker   arcanegoat  irwin vet  uuntrump  nlfisker  becponder  janahayden    wendytsrq  johnmccainday  impeachmentinquirynow  trumpisatraitor,NOT,train
 sachin tandolker   biography     parallelmedia   https   co uhegopogbs via  youtube   indiawithdhoni   wwessd   dhonikesaathdesh   dhonikeepstheglove   bharatroarsonday    kundru   bigdaysgazeontanhaji   knackdhanushbirthdayin     thiem   saketkumar,NOT,train
 shameonicc weather cannnot control  investment covers      ticket prices truly shocking  like champions trophy last year would rather stack empty corporate seats stadium full excited fans      pound eng bangla ,NOT,train
 indiavsaustralia   icccricketworldcup     match preview  ind take aus amid ms dhoni glove controversy  https   co ujahucdlfr   dhonikeepstheglove  indvsaus  ausvsind,NOT,train
 trumpisatraitor    end https   co l bglqoq,NOT,train
meanwhile punny stories      doctorsfightback  doctorsunderoppression  doctorsstrike  doctorsstrike  savedoctors  savethedoctors  savebengal  mamatalosingcontrol  mamatabanarjee  mamatafrustrated   photo courtesy  ani https   co hu ex ,NOT,train
 resist  womensrights  rapist  westpoint cadet rape conviction reversal outrages victim advocates   west point cadet rape conviction reversal outrages victim advocates    https   co bkxdkbqy j,NOT,train
another snappy hashtag  nsoames      somebodyexplaintohimhowtheyworkforchristssake     borisjohnsonshouldnotbepm   c debate  channel debate https   co rvsnemwdtx,NOT,train
favorite going  demdebate        election  fucktrump  resist  progressive,NOT,train
 supportdhoni   msdhoni   dhonikesaathdesh   dhoni       bcci   cwc     dhonikeepthegloves   dhonikeepstheglove   dhonikeepbalidaanbadgeglove   balidanbadge   balidan   bbccricket   cricketworldcup       worldcup        retweet    msdhonigloves   like    ,NOT,train
nyt  mexico already agreed border measures trump said taken avert tariffs  resist  resisttrump  fucktrump https   co    flmjdah,NOT,train
 springf kx  bbackerman   rich     vtxmad  pennycarrigan   keanothedog  ommatid  thaddeusarjuna  rose       fordyce greg  mason      mbonsario  doh doh burrd  clairermassey  sarahlies trump  ignats    gentlemindmom  cyferptvila  patriciann  allaboutallan  stuffbusted  curtiscballii   dearauntcrabby  baltic bluebird  barbietoes   basshooker   kaysintbb  barbara          michael          barbie      beautyabounds u  adamcbest  falconer     bearmanshannon  marcbenoit    benputnam    notmyprecedent  carolyny     saying  realdonaldtrump russian asset russian sure say   impeachtrumpnow  trumpisatraitor  mbonsario  e whittler  andyostroy  stevenbeschloss  lawrence  maddow  arimelber  joyannreid  malcolmnance  jillwinebanks  cheezetta,NOT,train
govt school adopted ima appointed unqualified teachers based investments       imafraud  ponzischeme     https   co rqt x fp q,NOT,train
 ffan    mahan saria rain england playing  telling    controlling rain cloud computing  hi tech fixing going nose icc    engvswi  shameonicc,NOT,train
 hong kong canadian activists vancouver vowing keep pressure homeland government voted suspend   toss   proposed extradition bill    boycottchina   https   co eehcgmexcj,NOT,train
 newzealand   accused  terrorist pleads guilty    charges march           antimuslim  terror attack  muslim minority al noor linwood  mosques      killed   r e l    terror attack  humanrights  https   co bdknlv wmy https   co id ftesom ,NOT,train
  party time  trump birthday  celebrating  john mccain day   wonderful idea  realdonaldtrump  selfless      mccain incredible  amp  brave war hero  let admire beautiful ship  uss john  mccain       mccainday    trumpisatraitor https   co iyqofdd ,NOT,train
puffed debate  borisjohnsonshouldnotbepm https   co urndmh  gu,NOT,train
doctors punch bags      bengaldoctorsstrike  doctorsprotest  doctorsfightback  doctorsstrike  doctors assualt,NOT,train
 icc still time change schedule  bcci vs  therealpcb match gets washed sunday  people nations wait   years contest game cancelled icc idea heat face   shameonicc  engvswi,NOT,train
 rwpusa  ladygloriousjax  xi   fucktrump,NOT,train
 uklabour someone said seriously wants pm would never duck tv debate surely  borisjohnsonshouldnotbepm,NOT,train
watch share https   co  lukmt    rbreich   failures trumponomics  trumptax  trumpisatraitor,NOT,train
sad disgusting take anymore         fucktrump https   co qjyvh rfp ,NOT,train
vinay tewari  consulting editor  global sporting events across world work volunteers  amp  sure  england badly placed hire     people volunteers push cover ground  shameonicc https   co c  h ry pj,NOT,train
 doctorsfightback    kurban shah case  points police officer  amp  political controversy alleged rival factions ruling  tmc trying gain control organisation junior doctors  garner votes election state medical bodies ,NOT,train
 shiplaplove son died cancer   hw cure  say  douchebag,NOT,train
 npashq saw helicopter ukp   circling around culcheth  citizen concerned safety please tell happened   ukp    npas  culcheth  murderer  missingperson  prisonbreak  escapedprisoner  alien  polarbearwithchlamydia  policechase  serialkiller,NOT,train
 ron goldman sister hails  hero  first interview since oj simpson trial  source  https   co myxrfspqqb  rongoldman  kimgoldman  fredgoldman  nicolebrownsimpson  oj  ojsimpson  thejuice  murderer,NOT,train
cricket rainy season really great idea  shameonicc,NOT,train
connect dots see trump taking us  resist  resisttrump  fucktrump https   co uw z cqfaw,NOT,train
 realdonaldtrump united states america needs new president   trumpsaninternationaldisgrace  trumpisafraud  trumpisacriminal  trumpisatraitor,NOT,train
 drdenagrayson  davidmweissman good  guy  murderer sounds  psycho  society less safe  keep streets  please ,NOT,train
unbelievable    trump goes fox friends lies said even though video  fox friends hosts know lying sit like moronic stooges     trump threat national security        trumpliesmatter    trumpisatraitor,NOT,train
dubai government    year old girl raped     minutes rape  punishment death given   want something like  twinkle case      myogiadityanath  amitshah    justicefortwinklesharma  crime  dubai  justicefortwinkle  rapist https   co rjygidnny ,NOT,train
offering namaz pak ground allowed     balidaan badge msd allowed     stand ms dhoni       cricketworldcup  bcci      shame  icc      proudindian   dhonikeepstheglove,NOT,train
 sineadrousse  nsroundtable  ofirgendelman trump  racist  rapist   katiejohnson,NOT,train
opinion  kavanaugh wants us know  resist  resisttrump  fucktrump https   co wkluyvusgt,NOT,train
supporting doctors country  deserve better higher levels appreciation    take bow      savethedoctors   protectdoctors  doctorsfightback  narendramodi   amitshah  doctorsstrike  imaindiaorg  indianmedassn  mci  neet  indiandentalasn  dentalcouncilpr,NOT,train
 timesofindia worries  timesofindia one winner                                                 rains     shameonicc             ,NOT,train
lol yep  gm sis    firm  fucktrump campaign  draft dodger nation ropes  https   co jleozhlsgm,NOT,train
 robreiner talking exactly    hollyweirdos bunch  rapist   childmolesters  pedos   marriageisbetweenamanandwoman   sexist   tramps   whores   sextrafficers,NOT,train
 realdonaldtrump fragile pathetic ego capable handling truth  https   co qimpgfhl c  trumpistheenemyofthepeople  trumpisnotabovethelaw  trumpisatraitor  trumpisafraud,NOT,train
 home brought warrior dead   swooned uttered cry    alfred lord tennyson      cry coz warrior      died assault people tried save        doctorsfightback,NOT,train
chris georgiou   bojo house https   co lavtmceiqw via  youtube check  absolutely brilliant   larionds  borisjohnson  bojo  borisjohnsonshouldnotbepm,NOT,train
 icc think icc full supporting england go semi finals win world cup  rain england match     anything england going win world cup        shameonicc,NOT,train
  borisjohnson using column morning promise tax cuts high earners  would cost     bn     never mind spending things like       supporting    children poverty      helping record number families using food banks     borisjohnsonshouldnotbepm,NOT,train
stop unless strong action centre form law protect doctors   doctorsfightback  savethedoctors https   co dlzv  izwb,NOT,train
worse hillbilly   hillbilly revving   wheelers engine driveway    min    douchebag ,NOT,train
facebook lawyer says users  expectation privacy   resist  resisttrump  fucktrump https   co  nflupzg,NOT,train
 realdonaldtrump old   even started getting bottom crimes   trumpsworsethannixon  trumpcrimefamily  putinspuppet  fucktrump  trumpcrimefamily  resign,NOT,train
funny video conservative pundits awkwardly criticizing metric system  resist  resisttrump  fucktrump https   co rq cngfaql,NOT,train
 cricketworldcup show us keeping gloves would tell        dhonikeepstheglove   dhonikeeptheglove   indiawithdhoni   ausvind  indvaus  cwc  ,NOT,train
 bhogleharsha  cricbuzz captains field toss  lands heads  captain decides swim first   iccworldcup      shameonicc  cricketworldcup,NOT,train
 gopleader happy  johhmccainday  realdonaldtrump     trumpisatraitor   magatraitor,NOT,train
 snpchris christopher really fancy   chin like easy pickings   meant politician well   professional   douchebag,NOT,train
 realdonaldtrump hey donnie  channel   trumpisalose  trumpisacriminal  trumpisatraitor https   co obil   dza,NOT,train
 qld   serial  rapist photographer jailed abusing   children  kyejohntanson gets   yrs jail alousy sentence  service     sentence  cook states  tanson rehabilitated     yvettedath   annastaciamp    qldpolice   https   co mikd kjpte,NOT,train
icc officials focussed planning schedule venue world cup      much focus ms dhoni gloves       indvnz  nzvind  cwc     indvpak  pakvind  indvnz  nzvind  cwc       teamindia      cwc      dhoni  dhonikeepstheglove,NOT,train
 comey dude   still behind bars    liberalismisamentaldisorder   douchebag https   co ndxtdhb ,NOT,train
must surely give candidates hope       borisjohnsonshouldnotbepm https   co wfkflmttkv,NOT,train
 toryleadershipdebate brexit  brexit boris johnson  borisjohnson  borisjohnsonshouldnotbepm  boris https   co jsid sbyie,NOT,train
required boycott tournament   dhonikeeptheglove  dhonikeepstheglove  dhoni,NOT,train
  senatemajldr  lindseygrahamsc every day true day   trumptaxreturns  trumpisatraitor  sleepy  ricksantorum needs added   outfrontcnn   https   co mwsyd pxzt,NOT,train
 walshfreedom thinks president lawyer ag american people   trumpisatraitor  trumpmustresign,NOT,train
dear  icc symbol balidaan pride indian para troopers  nothing religious political wearing glove   big commercial brands logo national pride     horrible    dhonikeepstheglove   bcci,NOT,train
anybody else feel like  wag dog   weapons mass destruction  engaged may may baby       makeitstop   fucktrump,NOT,train
 texasnana     tell  trump  many led believe least equal footing   trumpisatraitor  trumpcrimefamily,NOT,train
 savethedoctors   abhishek shaw  second year mbbs student calcutta national medical college hospital sustained head injury miscreants pelted bricks agitating doctors       doctorsfightback  doctorsprotest     follow live updates     https   co mhkir cpr  https   co lotuclhz  ,NOT,train
hi birthday donald trump say make june   th happy birthday ianna day anything trump would hate gay latina getting birthday attention  happybirthdaymrpresident  fucktrump  pridemonth,NOT,train
doctors  khurda district headquarters hospital join india protest violence junior doctors west bengal wearing black badges  doctorsfightback  doctorsstrike  odisha https   co ytj bryeak,NOT,train
 doctorsfightback                        mamta   actually                banerjee sees https   co ovcaeh xe ,NOT,train
analysis  amash exposed secret conservatism trump  resist  resisttrump  fucktrump https   co jsedzepyt ,NOT,train
  biggest failures trumponomics     resist  resisttrump  fucktrump https   co agimfuzdcn,NOT,train
 shameonicc   cricket lovers waited   years witness greatest cricket tournament  enthusiasm washed away rains england   icc focused  cwc     venue  someone glove   ,NOT,train
world reached moon marsh   excuse  icc secure extra days important games cz difficult organize  dear  icc        shameonicc      sanjaytripathi ,NOT,train
       look efficacy hindi language n english  ni sorry  cant hear properly  u please repeat matter  n hindi  n n              n n  ef vb n,NOT,train
     doctors west bengal resigned voilence     called nation wide protest      savebengal    doctorsfightback,NOT,train
 kathrynresister    liar   maga  fucktrump  prisonfortrump  locktrumpsup,NOT,train
 alabama       rapists get  parentalrights      al politicians ban abortion children  raped  rapist must let  rapist see kid     https   co c aecd jal    auburn  huntsville  birmingham   montgomery  tuscaloosa  florencesc  dothan  gadsen  orangebeach,NOT,train
 city joy  name replaced  city bhoy     doctorsfightback,NOT,train
gabor nails  voice reason    borisjohnsonshouldnotbepm https   co ozkgk vl n,NOT,train
 shameonicc  indian fans unleash wrath upon icc another world cup washout https   co gxymdjhm,NOT,train
bozo bros taxpayer funded european vacation   erictrump  donjr  fucktrump  uk  ireland  vacation  barcrawl  goodtime  trumporganization  scam  conmen  confamily  humancentipede  tellemwhyyoumad  grindsmygears  https   co mekanehdeb,NOT,train
fans wait   years  time format great brainless planning venue ruined charm  really wish atleast    matches get washed away forced reschedule abandoned match  pathetic wc thid  shameonicc,NOT,train
 lougehrig  baberuth  nyyankees  murderer srow   writing    screenwriting    tvwriting   amediting   amrewriting   writingmusic   scriptnotes   scriptchat   nycgratitude   central park https   co lxac  wsao,NOT,train
 mrsrabbitresist echo sentiments   f  trump  trumpisatraitor  notmypresident https   co sbnsijvvaw,NOT,train
nothing much changed  pgimer  chandigarh since august        doctors went strike demanding security workplace  still assaulted patients  relatives  go scot free   doctorsfightback   doctors assualt  httweets https   co b    ajcaw,NOT,train
johnson wimped live channel   tv debate sunday night  represented empty chair     https   co wiyeugmcyl     borisjohnsonshouldnotbepm   bollockstoboris   bollockstobrexit https   co xxlovnb td,NOT,train
 alabama nothing  rapist      court ordering  victim  allow  visitationrights goes  jail      rapists created children gets nothing      vicitim parent forced bare goes jail      alabama enforces  sharialaw     https   co g  g oeq l,NOT,train
dhoni bhai proud  dhonikeepstheglove,NOT,train
conservatives   lgbtq community need entire pride month  persecuted    also conservatives  https   co lj xfh  lbgtq  tennesse  pridemonth  pride      execution  cop  douchebag  conservative  gop  republican  bible  church  dicks  religion  scam,NOT,train
stopping modi govt impose president rule west bengal  doctorsfightback  mamataofficial  mamatabanarjee  amitshah,NOT,train
imagine studying hard    years taking huge loans paying fees going village serve people profession demands     respect doctors rights    doctorsfightback,NOT,train
wonder dumb fvckery  douchebag barr concoct group law professionals break obstruction  high crimes misdemeanors layman terms ,NOT,train
going         trust johnson     borisjohnsonshouldnotbepm https   co soreoa eig,NOT,train
 uncle  jim   magait apologies must getting caught paying attention    fucktrump  bluewave    ,NOT,train
ima  amp  associations doctors hounded year  brdoxygentragedy without fault  doctors need stand  matter assaulter power   doctorsfightback  doctorsprotest,NOT,train
 drshyamkk huge mistake  narendramodi primary responsibility save truth supporting protest must legally take action doctor resigned  doctorsfightback  doctors  standwithnrs,NOT,train
 imrankhanpti arrest  faisalvawda   aleemkhan   jahangirtareen  amp  sister  aleemakhan       faisalvawdapti   aleemkhan pti   jahangirktareen    officialdgispr  arifalvi    pmikaddress  pmik    imrankhan  pti    imranhataomulkbachao  ptimf,NOT,train
 realdonaldtrump real  potus   worked americans      fucktrump https   co ebm  yplcx,NOT,train
make dp support dhoni frds    msdhoni  dhonikeepstheglove  dhonikesaathdesh  dhoni  sirjadeja https   co bzjjhop p ,NOT,train
darius  boris blast past   independent https   co nibcwebj l   borisjohnsonshouldnotbepm,NOT,train
world cup trying compete      world cup boring unsuccessful world cup  shameonicc,NOT,train
 conservatives mps end voting    borisjohnson despite avoidance public debate  amp  present  shows party rotten   core  show deals made mps  people c  borisjohnson incompetence stage  borisjohnsonshouldnotbepm,NOT,train
 fucktrump          million settlement  central park five  case gets final approval https   co ftsnnxyadi,NOT,train
             history today               https   co fgeqyf eyt                historytoday               ms dhoni   indiawithdhoni   dhonikesaathdesh  king clay   virus   dhonikeepstheglove   wwessd  wwe super showdown saudi arabia  insignia https   co  gsp fq ca,NOT,train
 tweetmommybop  parkermolloy pete whatever trump kind guy  trumpisacheater  trumpmustresign  trumpisatraitor,NOT,train
know striking doctors chanting  jai shree ram   doctorsfightback https   co  wxqettirt,NOT,train
difficult  mamataofficial realise  doctorsprotest continues  political capital lose  nipped bud  snowballed  god  must terrible advisors  doctorsfightback  doctorstrike,NOT,train
khan saanp ki saadgi part                  budget pm house    crore rs   actual expenditures     crore rs                budget pm house    crore rs   actual expenditures     crore rs    tellthem   altafhussain   imranhataomulkbachao,NOT,train
 imraina  msdhoni said  imraina sir trollers understand everytime need point troll patriotic crime breaching rules  icc still msd asked remove glove pakistan usual like cowherds  dhonikeepstheglove  msdhoni god,NOT,train
latest pics coming uk     early morning practice seasons players        shameonicc https   co uou xevydc,NOT,train
wearing  balidaanbadge gloves  msdhoni shown love  amp  respect forces       icc understand nothing wrong      nationalpride     dhonikesaathdesh   indiawithdhoni   dhonikeepstheglove,NOT,train
 trump hugely sabotages usa  amp  world blocking findings catastrophic climate change  indicttrump  climatechangeisreal  saveearth  climateaction  fucktrump  climatechange  ecowarrior  treehugger  climatejustice  progressive  dems  resistance  fbr https   co ec hakn ml,NOT,train
 realdonaldtrump soooooo advertise story twitter  brilliant       way  quite likely told russians ahead time anyway    trumpisatraitor  trumpcrimefamily  trumpisrussian,NOT,train
 realdonaldtrump  trumptantrum  trumpmustresign  trumpisnotabovethelaw  trumpisatraitor      votebluetosaveamerica  gopcorruption      republicansforimpeachment,NOT,train
lynching doctor ok  liberal  awardwapsi gang  pseudoseculars n political parties doctors vote bank care  doctorstrike  doctorsfightback  doctorsprotest professional support ur cause,NOT,train
 realdonaldtrump obstruction   enter court records    johnmccainday  june  th   fathersday  happyfathersday    happyjohnmccainday  donaldjr   trumpfascist  trumpforprison   impeachtrump  impeachdonaldtrumpnow   trumpistheenemyofthepeople  theresistance   trumpisnotabovethelaw  trumpisatraitor https   co nm jaz ocn,NOT,train
 ivankatrump happy john mc cain day   fucktrump  trumpcolluded  tratior  muellerscoming  liarinchief  fatnixon  liarinchief  liarinchief  trumpcrimefamily  tratior  manbaby  manbaby  fatnixon  trumpcrimefamily,NOT,train
another week   let  bojo poll      borisjohnson   love believe  boris pm  think  borisjohnsonshouldnotbepm  ,NOT,train
could    year old immigrant   armilani   thorn bj side      general election  prime minister loses seat would finished        borisjohnsonshouldnotbepm    bollockstoboris    bollockstobrexit https   co gzniiewxok,NOT,train
dhoni  msdhoni  dhonikeepstheglove https   co  f qe wigg,NOT,train
 realdonaldtrump looking forward seeing secret service escorting white house   look forward seeing feds escort home handcuffs   trumpisatraitor  trumpisacriminal,NOT,train
 icc icc held  cwc   england  shameonicc,NOT,train
 notoriusnormani  joncoopertweets despise  tesstalley  murderer  ,NOT,train
fatah  shariah mortgage deception https   co saoq edbxe   ima     imajewelsfraud    imajewels   imascam    imafraud   mansoorkhan   imafraudcase    bangalore,NOT,train
 sandhusurbhi zero interest playing god  please treat us either god dog  deserve respect   nothing nothing less        doctorsfightback,NOT,train
keeping symbol glove shows respect dont put tatoo hand instead publicity stunt  msdhoni   dhonikeepstheglove,NOT,train
never forget      whentheyseeus  whentheyseeusnow  nevermypresident  fucktrump https   co lni j ud b,NOT,train
 cricketworldcup  bcci stopping  msdhoni wearing glove would mean stopping english players wearing poppy  would  icc  nothing wrong displaying spirit nationalism international tournament   dhonikeepstheglove jaihind ,NOT,train
 spermineye  rapist  weed  waittheconversationto make cleanse,NOT,train
 msdhoni   proud u mahi bhai  first improve ur umpairing  icc  dhonikeepstheglove https   co hyze cnu,NOT,train
drink  fucktrump   https   co lwr ewbafh,NOT,train
 kellyannepolls lucky husband everyone admires  saving grace  shame sarah someone life could guide     happy  johnmccainday      locktrumpup   impeachmentinquirynow    impeachtrump    impeachbarr    impeachmnuchin   trumpisatraitor,NOT,train
week marks    years since killings  nicolebrownsimpson  amp   rongoldman  therealoj    twitter acct   murderer charged murder  amp  found guilty criminal trial  block  amp  follow  kimegoldman  https   co umcygyylsw via  frednewspost,NOT,train
remove oj twitter posts timeline    murderer,NOT,train
 realdonaldtrump unlike  absolute  real physical act treason      trumptreason  trumprussia  trumpisatraitor  trumptraitor https   co  gj g j ia,NOT,train
 dhonikeepstheglove   full rights para regiment officer https   co  pqwmol e ,NOT,train
 narcissists new king     ojsimpson  ojsimpsonisamurderer  narcissism  delusional  murderer,NOT,train
proud alma mater  violence doctors duty acceptable    rgkar  doctorsfightback  doctorsprotest https   co  hdwda vo ,NOT,train
 idiottrump flips  foxnews falsely claims  taxes  tariffs https   co  pjlzopoh ,NOT,train
 shameonicc  icc  u plan schedule july         finals  worldcup     n  wimbledon kindly abandoned n reschedule    wc    ,NOT,train
 realdonaldtrump question  trump thinks rabid minority wants longer   terms  question would  encourage peaceful transition power usa famous incite riots  amp  treason ignoring  constitution      trumpisatraitor  firstamendment  impeachtrump,NOT,train
guess  borisjohnson need turn  toryleadershipcontest hustings knows final   aged  conservatives gammon members mostly vote    borisjohnsonshouldnotbepm,NOT,train
 sweetfreedom    ibraheemsamirah  dloesch progressives like fool love kinds weapons  murderer,NOT,train
get trump  borisjohnsonshouldnotbepm  borisjohnsonisaclown https   co z qa l coc,NOT,train
 khushi      pakistan even wore black band opposing  israel  icc completely fine         dhonikeepstheglove  boycottworldcup  boycotticc,NOT,train
breaking news  controversies  dhoni decides tackle issue sunday  indvaus clash       decides parajump ground badges        dhonikeepstheglove    dhonikesaathdesh https   co k rtdeayjl,NOT,train
concerned wore badge  wonder popularity game decreasing     shameonicc,NOT,train
 hillaryclinton imagine family members bengahzi victims felt   blood hands     murderer         ,NOT,train
tory leadership candidates take part press gallery hustings boris johnson stays away    toryleadershipcontest   borisjohnsonshouldnotbepm https   co gmt    nwv,NOT,train
nrsmc stands bold  go  cm must come   doctorsfightback,NOT,train
never make    minutes  ghostadventures  douchebag levels peak eyes roll head    many seasons horseshit    ,NOT,train
legendary  bustarhymes  starspliff  hiphop  icon  rap  legend  bustarhymes  spilffstar  nyc  sonyhall  boogiedownbronx  bronx  bx  fuckaroundlayaround  fucktrump  fucklindafairstein   sony hall https   co   wbuzrdnr,NOT,train
lgbt height respectability  toby young morally suspect   tobyyoung   cishet  dickhead https   co   pdt lcz ,NOT,train
dear icc  also political symbol country  england jersey   hipocrisy     shameonicc   nationwithdhoni https   co  jq mklx r,NOT,train
first ever book written violence doctors dark side blue curtain   god peril    https   co ttnvcrgmik     doctorsfightback  doctorsunderoppression  doctorsprotest,NOT,train
oh know know     fucktrump  amp   thisadministration,NOT,train
b day wish  realdonaldtrump  may choke beautiful cake world ever seen    johnmccainday    impeachtrumpnow    trumpisatraitor https   co c lnbybafq,NOT,train
george conway  trump sends  invitation commence impeachment proceedings   resist  resisttrump  fucktrump https   co wcyldhueoc,NOT,train
busted  ugly internal      polls  crookedtrump said exist got leaked  trumpisatraitor https   co qjf gwdsej,NOT,train
 trumpanzees love like   fucktrump  despotus https   co  phfhixp,NOT,train
barack obama freestyle  trump diss  mixtape           mmmfreestyle  obamafreestyle  trumpdiss  barz  freetayk  thuglife  barackobama  donaldtrump  fuckdonaldtrump  fucktrump https   co zjlciuhymr,NOT,train
 girlsreallyrule jim jordon still thinks cocky college athlete  douchebag,NOT,train
billion cricket fans waited four years watch rains england       shameonicc   shameful  icc  cricketworldcup  iccmediacomms  icclive https   co nslzfpx ws,NOT,train
 realdonaldtrump well yeah  enlisted russia help   johnmccainday  trumpisatraitor  trumprussiaconspiracy  impeachtrumpnow,NOT,train
 realdonaldtrump  derangeddonald lost popular vote      american voter hates loser trump      locktrumpup   impeachmentinquirynow    impeachtrump    impeachbarr    impeachmnuchin   trumpisatraitor,NOT,train
 govtwine get new paint job   face  trumpisatraitor,NOT,train
 californialaw says  murderer  prosecutors disagreed  nine years jail awaiting trial  neko wilson released california changed murder laws last fall  https   co nskxs kuzb,NOT,train
 dianenodwell  realdonaldtrump made  ok  nazi   fucktrump  hope spends next birthday  ones  prison ,NOT,train
 pmoindia   amitshah   drharshvardhan  republic  bbcworld emergencies handled alongside peaceful protests  still authorities remain aloof  security yet arrest culprits   savethedoctors   doctorsfightback   mamatalosingcontrol https   co lewtoy e,NOT,train
 shameonicc    rain cup    give cup england   decision made ,NOT,train
need check b  rapist matured enough  rape matured enough  hanged   pmnarendramodi  pmoindia  naveenpatnaik,NOT,train
another example blatant hypocrisy  borisjohnson      conservatives lost vote   c leadershipdebate    borisjohnsonshouldnotbepm https   co rwttc mt  ,NOT,train
 doctorsfightback   core demand security  including cctvs  security personnel  restricting entry  improving patient doctor relationship   perhaps counselling centres  cm apologise  dr swati dr priyanshu resident doctors association  aiims,NOT,train
